entity_id,in_zscore,in_iqr,in_isolation_forest,methods_flagged,university_name,country,year
Polytechnic University of Valencia | Spain | 2012,0,1,0,1,Polytechnic University of Valencia,Spain,2012
Polytechnic University of Valencia | Spain | 2013,0,1,0,1,Polytechnic University of Valencia,Spain,2013
Polytechnic University of Valencia | Spain | 2014,0,1,0,1,Polytechnic University of Valencia,Spain,2014
Polytechnic University of Valencia | Spain | 2015,0,1,0,1,Polytechnic University of Valencia,Spain,2015
Pompeu Fabra University | Spain | 2012,0,1,0,1,Pompeu Fabra University,Spain,2012
Pompeu Fabra University | Spain | 2013,0,1,0,1,Pompeu Fabra University,Spain,2013
Pompeu Fabra University | Spain | 2014,0,1,0,1,Pompeu Fabra University,Spain,2014
Pompeu Fabra University | Spain | 2015,0,1,0,1,Pompeu Fabra University,Spain,2015
Pontifical Catholic University of Chile | Chile | 2012,1,1,0,2,Pontifical Catholic University of Chile,Chile,2012
Pontifical Catholic University of Chile | Chile | 2014,0,1,0,1,Pontifical Catholic University of Chile,Chile,2014
Pontifical Catholic University of Chile | Chile | 2015,0,1,0,1,Pontifical Catholic University of Chile,Chile,2015
Princeton University | United States of America | 2012,1,1,1,3,Princeton University,United States of America,2012
Princeton University | United States of America | 2013,1,1,1,3,Princeton University,United States of America,2013
Princeton University | United States of America | 2014,1,1,1,3,Princeton University,United States of America,2014
Princeton University | United States of America | 2015,1,1,1,3,Princeton University,United States of America,2015
Purdue University | United States of America | 2012,0,1,0,1,Purdue University,United States of America,2012
Purdue University | United States of America | 2013,0,1,0,1,Purdue University,United States of America,2013
Purdue University | United States of America | 2014,0,1,0,1,Purdue University,United States of America,2014
Purdue University | United States of America | 2015,0,1,0,1,Purdue University,United States of America,2015
Queen Mary University of London | United Kingdom | 2012,1,1,0,2,Queen Mary University of London,United Kingdom,2012
Queen Mary University of London | United Kingdom | 2013,1,1,0,2,Queen Mary University of London,United Kingdom,2013
Queen Mary University of London | United Kingdom | 2014,1,1,0,2,Queen Mary University of London,United Kingdom,2014
Queen Mary University of London | United Kingdom | 2015,1,1,0,2,Queen Mary University of London,United Kingdom,2015
Queensland University of Technology | Australia | 2012,0,1,0,1,Queensland University of Technology,Australia,2012
Queensland University of Technology | Australia | 2013,0,1,0,1,Queensland University of Technology,Australia,2013
Queensland University of Technology | Australia | 2014,1,1,0,2,Queensland University of Technology,Australia,2014
Queensland University of Technology | Australia | 2015,1,1,0,2,Queensland University of Technology,Australia,2015
Queen’s University Belfast | United Kingdom | 2012,0,1,0,1,Queen’s University Belfast,United Kingdom,2012
Queen’s University Belfast | United Kingdom | 2013,0,1,0,1,Queen’s University Belfast,United Kingdom,2013
Queen’s University Belfast | United Kingdom | 2014,0,1,0,1,Queen’s University Belfast,United Kingdom,2014
Queen’s University Belfast | United Kingdom | 2015,0,1,0,1,Queen’s University Belfast,United Kingdom,2015
Queen’s University | Canada | 2012,0,1,0,1,Queen’s University,Canada,2012
Queen’s University | Canada | 2013,0,1,0,1,Queen’s University,Canada,2013
Queen’s University | Canada | 2014,0,1,0,1,Queen’s University,Canada,2014
Queen’s University | Canada | 2015,0,1,0,1,Queen’s University,Canada,2015
RWTH Aachen University | Germany | 2012,0,1,0,1,RWTH Aachen University,Germany,2012
RWTH Aachen University | Germany | 2013,0,1,0,1,RWTH Aachen University,Germany,2013
RWTH Aachen University | Germany | 2014,0,1,0,1,RWTH Aachen University,Germany,2014
RWTH Aachen University | Germany | 2015,0,1,0,1,RWTH Aachen University,Germany,2015
Radboud University Nijmegen | Netherlands | 2012,0,1,0,1,Radboud University Nijmegen,Netherlands,2012
Radboud University Nijmegen | Netherlands | 2013,0,1,0,1,Radboud University Nijmegen,Netherlands,2013
Radboud University Nijmegen | Netherlands | 2014,0,1,0,1,Radboud University Nijmegen,Netherlands,2014
Radboud University Nijmegen | Netherlands | 2015,0,1,0,1,Radboud University Nijmegen,Netherlands,2015
Renmin University of China | China | 2013,0,1,0,1,Renmin University of China,China,2013
Renmin University of China | China | 2014,0,1,0,1,Renmin University of China,China,2014
Renmin University of China | China | 2015,0,1,0,1,Renmin University of China,China,2015
Rensselaer Polytechnic Institute | United States of America | 2012,0,1,0,1,Rensselaer Polytechnic Institute,United States of America,2012
Rensselaer Polytechnic Institute | United States of America | 2013,0,1,0,1,Rensselaer Polytechnic Institute,United States of America,2013
Rensselaer Polytechnic Institute | United States of America | 2014,0,1,0,1,Rensselaer Polytechnic Institute,United States of America,2014
Rensselaer Polytechnic Institute | United States of America | 2015,0,1,0,1,Rensselaer Polytechnic Institute,United States of America,2015
Rice University | United States of America | 2012,0,1,0,1,Rice University,United States of America,2012
Rice University | United States of America | 2013,0,1,0,1,Rice University,United States of America,2013
Rice University | United States of America | 2014,0,1,0,1,Rice University,United States of America,2014
Rice University | United States of America | 2015,0,1,0,1,Rice University,United States of America,2015
Rockefeller University | USA | 2012,0,1,0,1,Rockefeller University,USA,2012
Rockefeller University | USA | 2013,0,1,0,1,Rockefeller University,USA,2013
Rockefeller University | USA | 2014,0,1,0,1,Rockefeller University,USA,2014
Rockefeller University | USA | 2015,0,1,0,1,Rockefeller University,USA,2015
Royal College of Surgeons in Ireland | Ireland | 2014,1,1,1,3,Royal College of Surgeons in Ireland,Ireland,2014
Royal College of Surgeons in Ireland | Republic of Ireland | 2015,1,1,1,3,Royal College of Surgeons in Ireland,Republic of Ireland,2015
"Royal Holloway, University of London | United Kingdom | 2012",0,1,0,1,"Royal Holloway, University of London",United Kingdom,2012
"Royal Holloway, University of London | United Kingdom | 2013",0,1,0,1,"Royal Holloway, University of London",United Kingdom,2013
"Royal Holloway, University of London | United Kingdom | 2014",1,1,1,3,"Royal Holloway, University of London",United Kingdom,2014
"Royal Holloway, University of London | United Kingdom | 2015",1,1,1,3,"Royal Holloway, University of London",United Kingdom,2015
Ruhr University Bochum | Germany | 2012,1,1,0,2,Ruhr University Bochum,Germany,2012
Ruhr University Bochum | Germany | 2013,1,1,0,2,Ruhr University Bochum,Germany,2013
Ruhr University Bochum | Germany | 2014,1,1,0,2,Ruhr University Bochum,Germany,2014
Ruhr University Bochum | Germany | 2015,1,1,0,2,Ruhr University Bochum,Germany,2015
Ruprecht Karl University of Heidelberg | Germany | 2014,0,1,0,1,Ruprecht Karl University of Heidelberg,Germany,2014
Ruprecht Karl University of Heidelberg | Germany | 2015,0,1,0,1,Ruprecht Karl University of Heidelberg,Germany,2015
Rutgers University-New Brunswick | USA | 2014,0,1,0,1,Rutgers University-New Brunswick,USA,2014
Rutgers University-New Brunswick | USA | 2015,0,1,0,1,Rutgers University-New Brunswick,USA,2015
"Rutgers, the State University of New Jersey | United States of America | 2012",0,1,0,1,"Rutgers, the State University of New Jersey",United States of America,2012
"Rutgers, the State University of New Jersey | United States of America | 2013",0,1,0,1,"Rutgers, the State University of New Jersey",United States of America,2013
"Rutgers, the State University of New Jersey | United States of America | 2014",1,1,0,2,"Rutgers, the State University of New Jersey",United States of America,2014
"Rutgers, the State University of New Jersey | United States of America | 2015",1,1,0,2,"Rutgers, the State University of New Jersey",United States of America,2015
Sabancı University | Turkey | 2015,0,1,0,1,Sabancı University,Turkey,2015
Saint Petersburg State University | Russia | 2014,1,1,1,3,Saint Petersburg State University,Russia,2014
Saint Petersburg State University | Russia | 2015,1,1,1,3,Saint Petersburg State University,Russia,2015
Saint Petersburg State University | Russian Federation | 2012,1,1,0,2,Saint Petersburg State University,Russian Federation,2012
San Diego State University | United States of America | 2014,0,1,0,1,San Diego State University,United States of America,2014
San Diego State University | United States of America | 2015,0,1,0,1,San Diego State University,United States of America,2015
Sapienza University of Rome | Italy | 2012,1,1,1,3,Sapienza University of Rome,Italy,2012
Sapienza University of Rome | Italy | 2013,1,1,1,3,Sapienza University of Rome,Italy,2013
Sapienza University of Rome | Italy | 2014,1,1,1,3,Sapienza University of Rome,Italy,2014
Sapienza University of Rome | Italy | 2015,1,1,1,3,Sapienza University of Rome,Italy,2015
Scuola Normale Superiore di Pisa | Italy | 2014,1,1,1,3,Scuola Normale Superiore di Pisa,Italy,2014
Scuola Normale Superiore di Pisa | Italy | 2015,1,1,1,3,Scuola Normale Superiore di Pisa,Italy,2015
Seoul National University | South Korea | 2012,0,1,0,1,Seoul National University,South Korea,2012
Seoul National University | South Korea | 2013,1,1,0,2,Seoul National University,South Korea,2013
Seoul National University | South Korea | 2014,1,1,1,3,Seoul National University,South Korea,2014
Seoul National University | South Korea | 2015,1,1,1,3,Seoul National University,South Korea,2015
Shanghai Jiao Tong University | China | 2012,0,1,0,1,Shanghai Jiao Tong University,China,2012
Shanghai Jiao Tong University | China | 2013,0,1,0,1,Shanghai Jiao Tong University,China,2013
Shanghai Jiao Tong University | China | 2014,0,1,0,1,Shanghai Jiao Tong University,China,2014
Shanghai Jiao Tong University | China | 2015,0,1,0,1,Shanghai Jiao Tong University,China,2015
Sharif University of Technology | Iran | 2012,1,1,0,2,Sharif University of Technology,Iran,2012
Sharif University of Technology | Iran | 2013,1,1,0,2,Sharif University of Technology,Iran,2013
Sharif University of Technology | Iran | 2014,1,1,0,2,Sharif University of Technology,Iran,2014
Sharif University of Technology | Iran | 2015,1,1,0,2,Sharif University of Technology,Iran,2015
Simon Fraser University | Canada | 2012,0,1,0,1,Simon Fraser University,Canada,2012
Simon Fraser University | Canada | 2013,0,1,0,1,Simon Fraser University,Canada,2013
Simon Fraser University | Canada | 2014,0,1,0,1,Simon Fraser University,Canada,2014
Simon Fraser University | Canada | 2015,0,1,0,1,Simon Fraser University,Canada,2015
Southern Methodist University | USA | 2014,0,1,0,1,Southern Methodist University,USA,2014
Southern Methodist University | USA | 2015,0,1,0,1,Southern Methodist University,USA,2015
Southern Methodist University | United States of America | 2013,0,1,0,1,Southern Methodist University,United States of America,2013
"St George’s, University of London | United Kingdom | 2013",0,1,0,1,"St George’s, University of London",United Kingdom,2013
"St George’s, University of London | United Kingdom | 2014",0,1,0,1,"St George’s, University of London",United Kingdom,2014
"St George’s, University of London | United Kingdom | 2015",0,1,0,1,"St George’s, University of London",United Kingdom,2015
Stanford University | United States of America | 2012,1,1,1,3,Stanford University,United States of America,2012
Stanford University | United States of America | 2013,1,1,1,3,Stanford University,United States of America,2013
Stanford University | United States of America | 2014,1,1,1,3,Stanford University,United States of America,2014
Stanford University | United States of America | 2015,1,1,1,3,Stanford University,United States of America,2015
State University of Campinas | Brazil | 2012,1,1,0,2,State University of Campinas,Brazil,2012
State University of Campinas | Brazil | 2013,1,1,0,2,State University of Campinas,Brazil,2013
State University of Campinas | Brazil | 2014,0,1,0,1,State University of Campinas,Brazil,2014
State University of Campinas | Brazil | 2015,0,1,0,1,State University of Campinas,Brazil,2015
State University of New York Albany | United States of America | 2012,0,1,0,1,State University of New York Albany,United States of America,2012
State University of New York Albany | United States of America | 2013,0,1,0,1,State University of New York Albany,United States of America,2013
State University of New York Albany | United States of America | 2014,0,1,0,1,State University of New York Albany,United States of America,2014
State University of New York Albany | United States of America | 2015,0,1,0,1,State University of New York Albany,United States of America,2015
Stellenbosch University | South Africa | 2012,0,1,0,1,Stellenbosch University,South Africa,2012
Stellenbosch University | South Africa | 2013,0,1,0,1,Stellenbosch University,South Africa,2013
Stellenbosch University | South Africa | 2014,0,1,0,1,Stellenbosch University,South Africa,2014
Stellenbosch University | South Africa | 2015,0,1,0,1,Stellenbosch University,South Africa,2015
Stockholm University | Sweden | 2012,0,1,0,1,Stockholm University,Sweden,2012
Stockholm University | Sweden | 2013,0,1,0,1,Stockholm University,Sweden,2013
Stockholm University | Sweden | 2014,0,1,0,1,Stockholm University,Sweden,2014
Stockholm University | Sweden | 2015,0,1,0,1,Stockholm University,Sweden,2015
Stony Brook University | United States of America | 2012,0,1,0,1,Stony Brook University,United States of America,2012
Stony Brook University | United States of America | 2013,0,1,0,1,Stony Brook University,United States of America,2013
Stony Brook University | United States of America | 2014,0,1,0,1,Stony Brook University,United States of America,2014
Stony Brook University | United States of America | 2015,0,1,0,1,Stony Brook University,United States of America,2015
Sun Yat-sen University | China | 2012,0,1,0,1,Sun Yat-sen University,China,2012
Sun Yat-sen University | China | 2013,0,1,0,1,Sun Yat-sen University,China,2013
Sun Yat-sen University | China | 2014,0,1,0,1,Sun Yat-sen University,China,2014
Sun Yat-sen University | China | 2015,0,1,0,1,Sun Yat-sen University,China,2015
Sungkyunkwan University (SKKU) | South Korea | 2012,0,1,0,1,Sungkyunkwan University (SKKU),South Korea,2012
Sungkyunkwan University (SKKU) | South Korea | 2013,1,1,0,2,Sungkyunkwan University (SKKU),South Korea,2013
Sungkyunkwan University (SKKU) | South Korea | 2014,0,1,0,1,Sungkyunkwan University (SKKU),South Korea,2014
Sungkyunkwan University (SKKU) | South Korea | 2015,0,1,0,1,Sungkyunkwan University (SKKU),South Korea,2015
Swansea University | United Kingdom | 2012,0,1,0,1,Swansea University,United Kingdom,2012
Swansea University | United Kingdom | 2014,0,1,0,1,Swansea University,United Kingdom,2014
Swansea University | United Kingdom | 2015,0,1,0,1,Swansea University,United Kingdom,2015
Swedish University of Agricultural Sciences | Sweden | 2012,1,1,0,2,Swedish University of Agricultural Sciences,Sweden,2012
Swedish University of Agricultural Sciences | Sweden | 2013,1,1,1,3,Swedish University of Agricultural Sciences,Sweden,2013
Swedish University of Agricultural Sciences | Sweden | 2014,1,1,1,3,Swedish University of Agricultural Sciences,Sweden,2014
Swedish University of Agricultural Sciences | Sweden | 2015,1,1,1,3,Swedish University of Agricultural Sciences,Sweden,2015
Swinburne University of Technology | Australia | 2012,0,1,0,1,Swinburne University of Technology,Australia,2012
Swinburne University of Technology | Australia | 2014,1,1,0,2,Swinburne University of Technology,Australia,2014
Swinburne University of Technology | Australia | 2015,1,1,0,2,Swinburne University of Technology,Australia,2015
Swiss Federal Institute of Technology in Lausanne | Switzerland | 2014,0,1,0,1,Swiss Federal Institute of Technology in Lausanne,Switzerland,2014
Swiss Federal Institute of Technology in Zurich | Switzerland | 2012,0,1,0,1,Swiss Federal Institute of Technology in Zurich,Switzerland,2012
Swiss Federal Institute of Technology in Zurich | Switzerland | 2013,0,1,0,1,Swiss Federal Institute of Technology in Zurich,Switzerland,2013
Swiss Federal Institute of Technology in Zurich | Switzerland | 2014,1,1,0,2,Swiss Federal Institute of Technology in Zurich,Switzerland,2014
Swiss Federal Institute of Technology in Zurich | Switzerland | 2015,0,1,0,1,Swiss Federal Institute of Technology in Zurich,Switzerland,2015
Syracuse University | USA | 2014,0,1,0,1,Syracuse University,USA,2014
Syracuse University | United States of America | 2015,0,1,0,1,Syracuse University,United States of America,2015
TU Dresden | Germany | 2012,0,1,0,1,TU Dresden,Germany,2012
TU Dresden | Germany | 2013,0,1,0,1,TU Dresden,Germany,2013
TU Dresden | Germany | 2014,0,1,0,1,TU Dresden,Germany,2014
TU Dresden | Germany | 2015,0,1,0,1,TU Dresden,Germany,2015
Technical University of Berlin | Germany | 2015,0,1,0,1,Technical University of Berlin,Germany,2015
Technical University of Darmstadt | Germany | 2012,1,1,0,2,Technical University of Darmstadt,Germany,2012
Technical University of Darmstadt | Germany | 2013,1,1,0,2,Technical University of Darmstadt,Germany,2013
Technical University of Darmstadt | Germany | 2014,1,1,0,2,Technical University of Darmstadt,Germany,2014
Technical University of Darmstadt | Germany | 2015,1,1,0,2,Technical University of Darmstadt,Germany,2015
Technical University of Denmark | Denmark | 2012,1,1,0,2,Technical University of Denmark,Denmark,2012
Technical University of Denmark | Denmark | 2013,1,1,0,2,Technical University of Denmark,Denmark,2013
Technical University of Denmark | Denmark | 2014,1,1,0,2,Technical University of Denmark,Denmark,2014
Technical University of Denmark | Denmark | 2015,1,1,0,2,Technical University of Denmark,Denmark,2015
Technical University of Munich | Germany | 2012,0,1,0,1,Technical University of Munich,Germany,2012
Technical University of Munich | Germany | 2013,0,1,0,1,Technical University of Munich,Germany,2013
Technical University of Munich | Germany | 2014,0,1,0,1,Technical University of Munich,Germany,2014
Technical University of Munich | Germany | 2015,0,1,0,1,Technical University of Munich,Germany,2015
Technion Israel Institute of Technology | Israel | 2012,0,1,0,1,Technion Israel Institute of Technology,Israel,2012
Technion Israel Institute of Technology | Israel | 2013,0,1,0,1,Technion Israel Institute of Technology,Israel,2013
Technion Israel Institute of Technology | Israel | 2014,0,1,0,1,Technion Israel Institute of Technology,Israel,2014
Technion Israel Institute of Technology | Israel | 2015,0,1,0,1,Technion Israel Institute of Technology,Israel,2015
Tel Aviv University | Israel | 2012,0,1,0,1,Tel Aviv University,Israel,2012
Tel Aviv University | Israel | 2013,0,1,0,1,Tel Aviv University,Israel,2013
Tel Aviv University | Israel | 2014,0,1,0,1,Tel Aviv University,Israel,2014
Tel Aviv University | Israel | 2015,0,1,0,1,Tel Aviv University,Israel,2015
Temple University | USA | 2015,0,1,0,1,Temple University,USA,2015
Temple University | United States of America | 2013,0,1,0,1,Temple University,United States of America,2013
Temple University | United States of America | 2014,0,1,0,1,Temple University,United States of America,2014
Texas A&M University | United States of America | 2012,0,1,0,1,Texas A&M University,United States of America,2012
Texas A&M University | United States of America | 2013,0,1,0,1,Texas A&M University,United States of America,2013
Texas A&M University | United States of America | 2014,0,1,0,1,Texas A&M University,United States of America,2014
Texas A&M University | United States of America | 2015,0,1,0,1,Texas A&M University,United States of America,2015
The University of Queensland | Australia | 2012,0,1,0,1,The University of Queensland,Australia,2012
The University of Queensland | Australia | 2013,0,1,0,1,The University of Queensland,Australia,2013
The University of Queensland | Australia | 2014,0,1,0,1,The University of Queensland,Australia,2014
The University of Queensland | Australia | 2015,0,1,0,1,The University of Queensland,Australia,2015
Tilburg University | Netherlands | 2012,0,1,1,2,Tilburg University,Netherlands,2012
Tilburg University | Netherlands | 2013,0,1,0,1,Tilburg University,Netherlands,2013
Tilburg University | Netherlands | 2014,1,1,0,2,Tilburg University,Netherlands,2014
Tilburg University | Netherlands | 2015,1,1,0,2,Tilburg University,Netherlands,2015
Tohoku University | Japan | 2012,0,1,0,1,Tohoku University,Japan,2012
Tohoku University | Japan | 2013,0,1,0,1,Tohoku University,Japan,2013
Tohoku University | Japan | 2014,1,1,1,3,Tohoku University,Japan,2014
Tohoku University | Japan | 2015,1,1,1,3,Tohoku University,Japan,2015
Tokyo Institute of Technology | Japan | 2012,0,1,0,1,Tokyo Institute of Technology,Japan,2012
Tokyo Institute of Technology | Japan | 2013,0,1,0,1,Tokyo Institute of Technology,Japan,2013
Tokyo Institute of Technology | Japan | 2014,0,1,0,1,Tokyo Institute of Technology,Japan,2014
Tokyo Institute of Technology | Japan | 2015,0,1,0,1,Tokyo Institute of Technology,Japan,2015
Tokyo Medical and Dental University (TMDU) | Japan | 2012,1,1,1,3,Tokyo Medical and Dental University (TMDU),Japan,2012
Tokyo Medical and Dental University (TMDU) | Japan | 2013,1,1,1,3,Tokyo Medical and Dental University (TMDU),Japan,2013
Tokyo Medical and Dental University (TMDU) | Japan | 2014,1,1,1,3,Tokyo Medical and Dental University (TMDU),Japan,2014
Tokyo Medical and Dental University (TMDU) | Japan | 2015,1,1,1,3,Tokyo Medical and Dental University (TMDU),Japan,2015
Tokyo Metropolitan University | Japan | 2012,1,1,1,3,Tokyo Metropolitan University,Japan,2012
Tokyo Metropolitan University | Japan | 2013,1,1,1,3,Tokyo Metropolitan University,Japan,2013
Tokyo Metropolitan University | Japan | 2014,1,1,1,3,Tokyo Metropolitan University,Japan,2014
Tokyo Metropolitan University | Japan | 2015,1,1,1,3,Tokyo Metropolitan University,Japan,2015
Tokyo University of Agriculture and Technology | Japan | 2012,0,1,0,1,Tokyo University of Agriculture and Technology,Japan,2012
Tokyo University of Agriculture and Technology | Japan | 2014,0,1,0,1,Tokyo University of Agriculture and Technology,Japan,2014
Tokyo University of Agriculture and Technology | Japan | 2015,0,1,0,1,Tokyo University of Agriculture and Technology,Japan,2015
Trinity College Dublin | Republic of Ireland | 2012,1,1,0,2,Trinity College Dublin,Republic of Ireland,2012
Trinity College Dublin | Republic of Ireland | 2013,0,1,0,1,Trinity College Dublin,Republic of Ireland,2013
Trinity College Dublin | Republic of Ireland | 2014,0,1,0,1,Trinity College Dublin,Republic of Ireland,2014
Trinity College Dublin | Republic of Ireland | 2015,0,1,0,1,Trinity College Dublin,Republic of Ireland,2015
Tsinghua University | China | 2012,0,1,1,2,Tsinghua University,China,2012
Tsinghua University | China | 2013,0,1,0,1,Tsinghua University,China,2013
Tsinghua University | China | 2014,1,1,0,2,Tsinghua University,China,2014
Tsinghua University | China | 2015,0,1,0,1,Tsinghua University,China,2015
Tufts University | United States of America | 2012,0,1,0,1,Tufts University,United States of America,2012
Tufts University | United States of America | 2013,0,1,0,1,Tufts University,United States of America,2013
Tufts University | United States of America | 2014,0,1,0,1,Tufts University,United States of America,2014
Tufts University | United States of America | 2015,0,1,0,1,Tufts University,United States of America,2015
Tulane University | United States of America | 2012,0,1,0,1,Tulane University,United States of America,2012
Tulane University | United States of America | 2013,0,1,0,1,Tulane University,United States of America,2013
Tulane University | United States of America | 2014,0,1,0,1,Tulane University,United States of America,2014
Tulane University | United States of America | 2015,0,1,0,1,Tulane University,United States of America,2015
UiT The Arctic University of Norway | Norway | 2012,0,1,0,1,UiT The Arctic University of Norway,Norway,2012
UiT The Arctic University of Norway | Norway | 2013,0,1,0,1,UiT The Arctic University of Norway,Norway,2013
UiT The Arctic University of Norway | Norway | 2014,0,1,0,1,UiT The Arctic University of Norway,Norway,2014
UiT The Arctic University of Norway | Norway | 2015,0,1,0,1,UiT The Arctic University of Norway,Norway,2015
Ulm University | Germany | 2012,0,1,0,1,Ulm University,Germany,2012
Ulm University | Germany | 2014,0,1,0,1,Ulm University,Germany,2014
Ulm University | Germany | 2015,0,1,0,1,Ulm University,Germany,2015
Umeå University | Sweden | 2012,0,1,0,1,Umeå University,Sweden,2012
Umeå University | Sweden | 2013,0,1,0,1,Umeå University,Sweden,2013
Umeå University | Sweden | 2014,0,1,0,1,Umeå University,Sweden,2014
Umeå University | Sweden | 2015,0,1,0,1,Umeå University,Sweden,2015
University College Cork | Republic of Ireland | 2012,0,1,0,1,University College Cork,Republic of Ireland,2012
University College Cork | Republic of Ireland | 2013,0,1,0,1,University College Cork,Republic of Ireland,2013
University College Cork | Republic of Ireland | 2014,0,1,0,1,University College Cork,Republic of Ireland,2014
University College Cork | Republic of Ireland | 2015,0,1,0,1,University College Cork,Republic of Ireland,2015
University College Dublin | Republic of Ireland | 2012,0,1,0,1,University College Dublin,Republic of Ireland,2012
University College Dublin | Republic of Ireland | 2013,0,1,0,1,University College Dublin,Republic of Ireland,2013
University College Dublin | Republic of Ireland | 2014,0,1,0,1,University College Dublin,Republic of Ireland,2014
University College Dublin | Republic of Ireland | 2015,0,1,0,1,University College Dublin,Republic of Ireland,2015
University College London | United Kingdom | 2012,1,1,1,3,University College London,United Kingdom,2012
University College London | United Kingdom | 2013,1,1,1,3,University College London,United Kingdom,2013
University College London | United Kingdom | 2014,1,1,1,3,University College London,United Kingdom,2014
University College London | United Kingdom | 2015,1,1,1,3,University College London,United Kingdom,2015
University at Buffalo | United States of America | 2012,0,1,0,1,University at Buffalo,United States of America,2012
University at Buffalo | United States of America | 2013,0,1,0,1,University at Buffalo,United States of America,2013
University at Buffalo | United States of America | 2014,0,1,0,1,University at Buffalo,United States of America,2014
University at Buffalo | United States of America | 2015,0,1,0,1,University at Buffalo,United States of America,2015
University of Aberdeen | United Kingdom | 2012,0,1,0,1,University of Aberdeen,United Kingdom,2012
University of Aberdeen | United Kingdom | 2013,0,1,0,1,University of Aberdeen,United Kingdom,2013
University of Aberdeen | United Kingdom | 2014,0,1,0,1,University of Aberdeen,United Kingdom,2014
University of Aberdeen | United Kingdom | 2015,0,1,0,1,University of Aberdeen,United Kingdom,2015
University of Adelaide | Australia | 2012,0,1,0,1,University of Adelaide,Australia,2012
University of Adelaide | Australia | 2013,0,1,0,1,University of Adelaide,Australia,2013
University of Adelaide | Australia | 2014,0,1,0,1,University of Adelaide,Australia,2014
University of Adelaide | Australia | 2015,0,1,0,1,University of Adelaide,Australia,2015
University of Alaska Fairbanks | USA | 2015,0,1,0,1,University of Alaska Fairbanks,USA,2015
University of Alaska Fairbanks | United States of America | 2014,1,1,1,3,University of Alaska Fairbanks,United States of America,2014
University of Alberta | Canada | 2012,0,1,0,1,University of Alberta,Canada,2012
University of Alberta | Canada | 2013,0,1,0,1,University of Alberta,Canada,2013
University of Alberta | Canada | 2014,0,1,0,1,University of Alberta,Canada,2014
University of Alberta | Canada | 2015,0,1,0,1,University of Alberta,Canada,2015
University of Amsterdam | Netherlands | 2012,0,1,0,1,University of Amsterdam,Netherlands,2012
University of Amsterdam | Netherlands | 2013,0,1,0,1,University of Amsterdam,Netherlands,2013
University of Amsterdam | Netherlands | 2014,0,1,0,1,University of Amsterdam,Netherlands,2014
University of Amsterdam | Netherlands | 2015,0,1,0,1,University of Amsterdam,Netherlands,2015
University of Antwerp | Belgium | 2012,0,1,0,1,University of Antwerp,Belgium,2012
University of Antwerp | Belgium | 2013,0,1,0,1,University of Antwerp,Belgium,2013
University of Antwerp | Belgium | 2014,0,1,0,1,University of Antwerp,Belgium,2014
University of Antwerp | Belgium | 2015,0,1,0,1,University of Antwerp,Belgium,2015
University of Arizona | United States of America | 2012,0,1,0,1,University of Arizona,United States of America,2012
University of Arizona | United States of America | 2013,0,1,0,1,University of Arizona,United States of America,2013
University of Arizona | United States of America | 2014,0,1,0,1,University of Arizona,United States of America,2014
University of Arizona | United States of America | 2015,0,1,0,1,University of Arizona,United States of America,2015
University of Auckland | New Zealand | 2012,0,1,0,1,University of Auckland,New Zealand,2012
University of Auckland | New Zealand | 2013,0,1,0,1,University of Auckland,New Zealand,2013
University of Auckland | New Zealand | 2014,0,1,0,1,University of Auckland,New Zealand,2014
University of Auckland | New Zealand | 2015,0,1,0,1,University of Auckland,New Zealand,2015
University of Aveiro | Portugal | 2012,1,1,0,2,University of Aveiro,Portugal,2012
University of Aveiro | Portugal | 2013,0,1,0,1,University of Aveiro,Portugal,2013
University of Aveiro | Portugal | 2014,0,1,0,1,University of Aveiro,Portugal,2014
University of Aveiro | Portugal | 2015,0,1,0,1,University of Aveiro,Portugal,2015
University of Barcelona | Spain | 2012,0,1,0,1,University of Barcelona,Spain,2012
University of Barcelona | Spain | 2013,0,1,0,1,University of Barcelona,Spain,2013
University of Barcelona | Spain | 2014,0,1,0,1,University of Barcelona,Spain,2014
University of Barcelona | Spain | 2015,0,1,0,1,University of Barcelona,Spain,2015
University of Bari Aldo Moro | Italy | 2012,1,1,1,3,University of Bari Aldo Moro,Italy,2012
University of Bari Aldo Moro | Italy | 2014,1,1,0,2,University of Bari Aldo Moro,Italy,2014
University of Bari Aldo Moro | Italy | 2015,1,1,0,2,University of Bari Aldo Moro,Italy,2015
University of Basel | Switzerland | 2012,0,1,0,1,University of Basel,Switzerland,2012
University of Basel | Switzerland | 2013,0,1,0,1,University of Basel,Switzerland,2013
University of Basel | Switzerland | 2014,0,1,0,1,University of Basel,Switzerland,2014
University of Basel | Switzerland | 2015,0,1,0,1,University of Basel,Switzerland,2015
University of Bath | United Kingdom | 2012,0,1,0,1,University of Bath,United Kingdom,2012
University of Bath | United Kingdom | 2013,0,1,0,1,University of Bath,United Kingdom,2013
University of Bath | United Kingdom | 2014,0,1,0,1,University of Bath,United Kingdom,2014
University of Bath | United Kingdom | 2015,0,1,0,1,University of Bath,United Kingdom,2015
University of Bergen | Norway | 2012,0,1,0,1,University of Bergen,Norway,2012
University of Bergen | Norway | 2013,0,1,0,1,University of Bergen,Norway,2013
University of Bergen | Norway | 2014,0,1,0,1,University of Bergen,Norway,2014
University of Bergen | Norway | 2015,0,1,0,1,University of Bergen,Norway,2015
University of Bern | Switzerland | 2012,0,1,0,1,University of Bern,Switzerland,2012
